CWI_ID,TCMBank_ID,level1_name_en,level2_name,TCM_name,TCM_name_en,Herb_pinyin_name,Herb_latin_name,Properties,Meridians,UsePart,Function,Indication,Toxicity,Clinical_manifestations,Therapeutic_en_class,Therapeutic_cn_class,TCMID_id,TCM_ID_id,SymMap_id,TCMSP_id,Herb_ID
CWIHE002817,TCMBANKHE002817,,,生姜汁,,SHENG JIANG ZHI,,,,,,,,,,,,2243,,,HERB005018
CWIHE002818,TCMBANKHE002818,heat-clearing medicinal,3.清热解毒药(30-30),白蘝,Ampelopsis japonica,,,,,,,,,,,,,,,,
CWIHE002819,TCMBANKHE002819,,,水仙菖蒲,,,,,,,,,,,,,,,,,
CWIHE002820,TCMBANKHE002820,,,苦都根,Foxtail-like Sophora Root*,,,,,,,,,,,,,,,,
CWIHE002821,TCMBANKHE002821,,,极简单青霉,,,,,,,,,,,,,,,,,
CWIHE002822,TCMBANKHE002822,,,金色母菊,Aureate Mayweed*,,,,,,,,,,,,,,,,
CWIHE002823,TCMBANKHE002823,,,芋叶,Folium Colocasiae esculenta,YU YE,,,,,,,,,,,,1313,,,HERB006742
CWIHE002824,TCMBANKHE002824,,,光亮石松,Shining Clubmoss*,,,,,,,,,,,,,,,,
CWIHE002825,TCMBANKHE002825,,,,Mainge Tailgrape,MAN GE YING ZHAO,Artabotrys maingayi,,,,,,,,,,,6946,,,HERB003721
CWIHE002826,TCMBANKHE002826,,,,Kansas Gay-feather ,,,,,,,,,,,,,,,,
CWIHE002827,TCMBANKHE002827,,,香刺柏非洲变种,Mastic Africa Juniper*,,,,,,,,,,,,,,,,
CWIHE002828,TCMBANKHE002828,,,广藿香油,oil of Cabline potchouli,GUANG HUO XIANG YOU,Oleum Pogostemonis,Minor Warm; Pungent,Lung; Spleen; Stomach,Pogostemon cablin (Blanco) Benth,"Treatment of lingering of turbid damp in the spleen and stomach manifested by stuffiness in the epigastrium and vomiting, summer-damp affection marked by lassitude and stuffiness in the chest, cold-damp affection in summer time marked by abdominal pain, vomiting and diarrhea, sinusitis with headache.","Treatment of lingering of turbid damp in the spleen and stomach manifested by stuffiness in the epigastrium and vomiting, summer-damp affection marked by lassitude and stuffiness in the chest, cold-damp affection in summer time marked by abdominal pain, v",,,For desolving dampness by flavors,芳香化湿,,5245,,292,HERB002004
CWIHE002829,TCMBANKHE002829,,,辐状水鬼蕉,Rotate Hymenocallis*,,,,,,,,,,,,,,,,
CWIHE002830,TCMBANKHE002830,,,马桑树皮,Coriaria sinica Maxim,MA SANG SHU PI,,,,,,,,,,,,977,,,HERB003683
CWIHE002831,TCMBANKHE002831,,,干漆,Dried Lacquer,GAN QI,Resina Toxicodendri,Warm; Pungent; Bitter,Stomach; Liver,Toxicodendron vernicifl um (Stokes) F. A. Barkl.,"Treatment of amenorrhea and mass formation in the abdomen caused by blood stasis, abdominal pain due to intestinal parasitosis.","Treatment of amenorrhea and mass formation in the abdomen caused by blood stasis, abdominal pain due to intestinal parasitosis.",Slightly Toxic,,Blood activation and stasis removal,活血化淤,,3175,,263,HERB001796
CWIHE002832,TCMBANKHE002832,,,狭叶五味子,Narrowleaf Magnoliavine,XIA YE WU WEI ZI,Schisandra lancifolia,,,lianoid stem and root,"To quicken blood and dispel stasis, disperse swelling and relieve pain.","Knocks and falls, fracture, wind-damp lumbago.",,,,,,3949,,,HERB005966
CWIHE002833,TCMBANKHE002833,,,秘鲁钩藤,Una de Gato (Cat’s Claw),BI LU GOU TENG,Uncaria tomentosa,,,,,,,,,,,6375,,,HERB000424
CWIHE002834,TCMBANKHE002834,,,广木香,root of Saussurea,GUANG MU XIANG,Radix Aucklandiae,Warm; Pungent; Bitter,Spleen; Large Intestine; Stomach; Gallbladder; Three End,Saussurea lappa Clarke,Regulation of qi,,,,Regulation of qi,理气,SMHB00292,3452,,294,HERB002014
CWIHE002835,TCMBANKHE002835,,,,Santonica ,,,,,,,,,,,,,,,,
CWIHE002836,TCMBANKHE002836,,,,Marshy Euphorbia,ZHAO SHENG DA JI,Euphorbia palustris,,,,,,,,,,,5850,,,HERB006943
CWIHE002837,TCMBANKHE002837,,,草屋九,Sylvatic Sapium*,,,,,,,,,,,,,,,,
CWIHE002838,TCMBANKHE002838,,,,Torreya,FEI SHU,Torreya grandis,,,branch-leaf,To dispel wind and eliminate damp.,Wind-damp sore toxin.,,,,,,6166,,,HERB001654
CWIHE002839,TCMBANKHE002839,,,,Hill Flindersia,SHAN QIU JU PAN MU,Flindersia collina,,,,,,,,,,,6106,,,HERB004917
CWIHE002840,TCMBANKHE002840,,,纸质山马茶,,,,,,,,,,,,,,,,,
CWIHE002841,TCMBANKHE002841,,,,Broom corn Millet,SHU MI,Panicum miliaceum,,,seed,"To supplement center and boost qi , eliminate vexation and allay thirst, resolve toxin.","Diarrhea and dysentery, vexation and thirst, retching with counterflow, cough, stomachache, goose-mouth sore, sore and welling abscess, scalds.",,,,,,4767,,,HERB005131
CWIHE002842,TCMBANKHE002842,,,大黄豆卷,black seed of soybean,DA HUANG DOU JUAN,Semen Sojae Germinatus,Mild; Sweet,Stomach,Glycine max.(L.)Merr,,,,,,解表,,3612,,139,HERB001070
CWIHE002843,TCMBANKHE002843,,,虎克黄瓜,Hooker Cucumber*,,,,,,,,,,,,,,,,
CWIHE002844,TCMBANKHE002844,,,高贵柚木芸香*,,,,,,,,,,,,,,,,,
CWIHE002845,TCMBANKHE002845,,,益智,Alpiniae Oxyphyliae Fructus,YI ZHI,,,,,,,,,Yang Reinforcing Drugs,补阳药,SMHB00457,,457,,HERB006569
CWIHE002846,TCMBANKHE002846,,,卡拉巴丹参,Karaba  Sage* ,,,,,,,,,,,,,,,,
CWIHE002847,TCMBANKHE002847,,,大茴芹,Big Anise*,,,,,,,,,,,,,,,,
CWIHE002848,TCMBANKHE002848,,,,Central-African Poisonnut,ZHONG FEI MA QIAN,Strychnos icaja,,,,,,,,,,,5711,,,HERB007056
CWIHE002849,TCMBANKHE002849,,,鹤氏唐松草碱,Hernandez Meadowrue,HE SHI TANG SONG CAO,Thalictrum hernandezii,,,,,,,,,,,7899,,,HERB002184
CWIHE002850,TCMBANKHE002850,,,,Puqi Fritillary,PU QI BEI MU,Fritillaria puqiensis,,,,,,,,,,,5901,,,HERB004404
CWIHE002851,TCMBANKHE002851,,,,Shortflower Crotalaria,DUAN HUA ZHU SHI DOU,Crotalaria breviflora,,,,,,,,,,,5540,,,HERB001425
CWIHE002852,TCMBANKHE002852,,,长药隔重楼,Tibet Paris,CHANG YAO GE CHONG LOU,Paris polyphylla var. pseudothibetica,,,rhizome,See Paris polyphylla .,See Paris polyphylla .,,,,,,4539,,,HERB000719
CWIHE002853,TCMBANKHE002853,,,色轮羊角拗,Thollon Strophanthus,SE LUN YANG JIAO AO,Strophanthus thollonii,,,,,,,,,,,6616,,,HERB004841
CWIHE002854,TCMBANKHE002854,,,结节类阿魏,Node Ferulago*,,,,,,,,,,,,,,,,
CWIHE002855,TCMBANKHE002855,,,塔尤泻瓜,Taiuia Root*,,,,,,,,,,,,,,,,
CWIHE002856,TCMBANKHE002856,,,短刺花椒,Shortspi ne  Pricklyash* ,,,,,,,,,,,,,,,,
CWIHE002857,TCMBANKHE002857,,,甜山竹子,Dulcin Garcinia*,,,,,,,,,,,,,,,,
CWIHE002858,TCMBANKHE002858,,,迪氏乌檀,Diderrichi Fatheadtree*,,,,,,,,,,,,,,,,
CWIHE002859,TCMBANKHE002859,,,剁碎鼠尾草,,DUO SUI SHU WEI CAO,Salvia polystachya,,,,,,,,,,,1916,,,HERB001528
CWIHE002860,TCMBANKHE002860,,,属鸡骨常山,Constricted Alstonia,SHU JI GU CHANG SHAN,Alstonia constricta,,,,,,,,,,,7395,,,HERB005122
CWIHE002861,TCMBANKHE002861,,,,Olga Heliotrope,AO ER JIA TIAN JIE CAI,Heliotropium olgae,,,,,,,,,,,7807,,,HERB000102
CWIHE002862,TCMBANKHE002862,,,奥列格龙胆,Olga Gentian*,,,,,,,,,,,,,,,,
CWIHE002863,TCMBANKHE002863,,,木瓜枝,Ramulus et Folium Chaenomelis speciosa,MU GUA ZHI,,,,,,,,,,,,5564,,,HERB004024
CWIHE002864,TCMBANKHE002864,,,焦栀子,Gummy Gardenia,JIAO ZHI ZI,Gardenia gummifera,,,,,,,,,,,3588,,,HERB002871
CWIHE002865,TCMBANKHE002865,,,香果脂,Spiceleaf Kernel Oil,XIANG GUO ZHI,Oleum Linderae,,,Lindera communis Hemsl.,,,,,,,,1214,,1065,HERB006023
CWIHE002866,TCMBANKHE002866,,,山扁豆,Herba Cassiae mimosoidis,SHAN BIAN DOU,,,,,,,,,,,,3179,,,HERB004870
CWIHE002867,TCMBANKHE002867,,,,High Ailanthus,GAO CHU,Ailanthus excelsa,,,,,,,,,,,5542,,,HERB001822
CWIHE002868,TCMBANKHE002868,,,,Sweet Viburnum,XIANG QI JIA MI,Viburnum odoratissimum,,,"Leaf, bark, root","To dispel wind and eliminate damp, free channels and quicken network vessels.","Common cold, wind-damp impediment pain, painful swelling from knocks and falls, fracture.",,,,,,7404,,,HERB006037
CWIHE002869,TCMBANKHE002869,,,二蕊荷莲豆,,,,,,,,,,,,,,,,,
CWIHE002870,TCMBANKHE002870,,,金露花叶,Creeping SkyfIower Leaf,,,,,,,,,,,,,,,,
CWIHE002871,TCMBANKHE002871,,,小形花岩蔷薇,,,,,,,,,,,,,,,,,
CWIHE002872,TCMBANKHE002872,,,僵蛹,,JIANG YONG,,Mild; Pungent; Salty,Lung; Liver,,For containing wind and stopping pain,,,,For calming liver and containing wind,平肝息风,,4453,,393,HERB002849
CWIHE002873,TCMBANKHE002873,,,,Siebold Alder,XI BO DE QI MU,Alnus sieboldiana,,,,,,,,,,,5142,,,HERB005796
CWIHE002874,TCMBANKHE002874,,,短柄禾叶兰*,Short-stipe Agrostophyllum*,,,,,,,,,,,,,,,,
CWIHE002875,TCMBANKHE002875,,,比氏萝芙木,Beddome DeviIpepper,,,,,,,,,,,,,,,,
CWIHE002876,TCMBANKHE002876,,,薄片矢车菊,Bracteole Centaurea,BAO PIAN SHI CHE JU,Centaurea bracteata,,,,,,,,,,,1102,,,HERB000359
CWIHE002877,TCMBANKHE002877,,,褐绿白坚木,Olive-green White Quebracho*,,,,,,,,,,,,,,,,
CWIHE002878,TCMBANKHE002878,,,哥仑比亚木瓣树*,Columbia Xylopia*,,,,,,,,,,,,,,,,
CWIHE002879,TCMBANKHE002879,,,蕤仁,Hedge Prinsepia Nut,RUI REN,Nux Prinsepiae,,,,"To nourish the liver and improve eyesight, and to dispel wind-heat.",Treatment of conjuntivitis and blepharitis marginalis with impaired vision and photophobia.,,,Pungent Cool Diaphoretics,辛凉解表药,SMHB00342,6194,342,1032,HERB004734
CWIHE002880,TCMBANKHE002880,,,小溪苍耳,Ripply Cocklebur* ,,,,,,,,,,,,,,,,
CWIHE002881,TCMBANKHE002881,,,茴芹属,,,,,,,,,,,,,,,,,
CWIHE002882,TCMBANKHE002882,,,和卡尼亚黄杨,Hyrcanian Box,HE KA NI YA HUANG YANG,Buxus hyrcana,,,,,,,,,,,3840,,,HERB002174
CWIHE002883,TCMBANKHE002883,,,炙枇杷叶,Prepared Loquat Leaf,ZHI PI PA YE,Folium Eriobotryae Praeparata,Minor cold; Bitter,Lung; Stomach,Eriobotrya japonica (Thunb. ) Lindl.,"Treament of cough and dyspnea caused by heat in the lung, vomiting, fever and thirst caused by heat in the stomach.",1. Its decoction inhibits the growth of Staphylococcus aureus in vitro.2. Its saponins exert an expectorant effect.3. Inhibiting the influenza virus.,,1. Its decoction inhibits the growth of Staphylococcus aureus in vitro.2. Its saponins exert an expectorant effect.3. Inhibiting the influenza virus.,"For desolving phlegm, stopping cougth, and soothing breathing",化痰止咳平喘,,4433,,864,HERB007025
CWIHE002884,TCMBANKHE002884,,,,Arboreous Terminalia,QIAO MU ZHUANG LAN REN,Terminalia arborea,,,,,,,,,,,7137,,,HERB004494
CWIHE002885,TCMBANKHE002885,,,紫草科,,,,,,,,,,,,,,,,,
CWIHE002886,TCMBANKHE002886,tonifying and replenishing medicinal,4.补阴药(17-17),墨汗莲,Eclipta prostrata,,,,,,,,,,,,,,,,
CWIHE002887,TCMBANKHE002887,,,大头黄花蒿,Artemisia annua L. F. Macrocephala Pamp,DA TOU HUANG HUA HAO,,,,,,,,,,,,7448,,,HERB001106
CWIHE002888,TCMBANKHE002888,,,,Perry Aloe,PEI LI LU HUI,Aloe perryi,,,,,,,,,,,1232,,,HERB004331
CWIHE002889,TCMBANKHE002889,,,新苏格兰穴果木,Newcaledonian Coelospermum*,,,,,,,,,,,,,,,,
CWIHE002890,TCMBANKHE002890,,,香豆素,,,,,,,,,,,,,,,,,
CWIHE002891,TCMBANKHE002891,,,阿夫泽里山竹子,Afzeli Garcinia*,,,,,,,,,,,,,,,,
CWIHE002892,TCMBANKHE002892,,,巴夏嘎,,BA XIA GA,,,,,,,,,,,,2117,,11,HERB000155
CWIHE002893,TCMBANKHE002893,,,南海海绵,,,,,,,,,,,,,,,,,
CWIHE002894,TCMBANKHE002894,,,,Lobb  Poppy* ,,,,,,,,,,,,,,,,
CWIHE002895,TCMBANKHE002895,,,白雪果木,,,,,,,,,,,,,,,,,
CWIHE002896,TCMBANKHE002896,,,夏夜五味子,Narrowleaf Magnoliavine*,,,,,,,,,,,,,,,,
CWIHE002897,TCMBANKHE002897,,,,Slender Periwinkle,XI XIAO CHANG CHUN HUA,Catharanthus pusillus,,,,,,,,,,,5507,,,HERB005891
CWIHE002898,TCMBANKHE002898,,, 澳大利亚千金藤,Australia Stephania*,,,,,,,,,,,,,,,,
CWIHE002899,TCMBANKHE002899,,,花蕊石,Ophicalcite,HUA RUI SHI,Ophicalcitum,Mild; Sour; Punkery,Liver,,"Treatment of hemoptysis, hematemesis, traumatic bleeding and pain.","Treatment of hemoptysis, hematemesis, traumatic bleeding and pain.",,,Bleeding control,止血,,1360,,356,HERB002443
CWIHE002900,TCMBANKHE002900,,,齐墩果酸,,QI DUN GUO SUAN,Acidum Oleanolicum,,,,,,,,,,,2130,,557,HERB004428
CWIHE002901,TCMBANKHE002901,,,松花粉,Pine Pollen,SONG HUA FEN,,,,,,"Treatment of eczema, impetigo, erosion of the skin with exudation, traumatic bleeding, diaper dermatitis.",,,Astringent Hemostatic Medicinal,收敛止血药,SMHB00382,4492,382,1046,HERB005258
CWIHE002902,TCMBANKHE002902,,,黄瓜叶,Folium Cucumidis sativi,HUANG GUA YE,,,,,,,,,,,,3724,,,HERB002501
CWIHE002903,TCMBANKHE002903,,,草原大蓟,Grassland Euphorbia,CAO YUAN DA JI,Euphorbia stepposa,,,,,,,,,,,1081,,,HERB000611
CWIHE002904,TCMBANKHE002904,,,直立紫堇,,,,,,,,,,,,,,,,,
CWIHE002905,TCMBANKHE002905,,,有用坡垒,Utilizable Hopea*,,,,,,,,,,,,,,,,
CWIHE002906,TCMBANKHE002906,,,和木瓜,Chaenomeles japonica (Thunb.) Lindl.,HE MU GUA,,,,,,,,,,,,3105,,,HERB002177
CWIHE002907,TCMBANKHE002907,,,,Pink  Plumepoppy ,,,,,,,,,,,,,,,,
CWIHE002908,TCMBANKHE002908,,,穗状云想,Syrian Rue*,,,,,,,,,,,,,,,,
CWIHE002909,TCMBANKHE002909,,,,Three-room Roundpod Jute,SAN SHI HUANG MA,Corchorus trilocularis,,,,,,,,,,,2638,,,HERB004793
CWIHE002910,TCMBANKHE002910,,,,Peltate Yam ,,,,,,,,,,,,,,,,
CWIHE002911,TCMBANKHE002911,,,蜂巢米仔兰,Foveolate Aglaia*,,,,,,,,,,,,,,,,
CWIHE002912,TCMBANKHE002912,,,黄颜木,,,,,,,,,,,,,,,,,
CWIHE002913,TCMBANKHE002913,,,炙鳖甲,Prepared Turtle Shell,ZHI BIE JIA,Carapax Trionycis Preparata,Cold; Salty,Spleen; Liver; Kidney,,"Treatment of fever due to deficiency of yin, consumptive fever, dizziness, tremor or fainting due to deficiency of yin, amenorrhea, mass in the abdomen, chronic malaria with splenomegaly.","Treatment of fever due to deficiency of yin, consumptive fever, dizziness, tremor or fainting due to deficiency of yin, amenorrhea, mass in the abdomen, chronic malaria with splenomegaly.",,,For tonifying weakness,补虚,,4294,,840,HERB006979
CWIHE002914,TCMBANKHE002914,,,,EichwaId HeIiotrope*,,,,,,,,,,,,,,,,
CWIHE002915,TCMBANKHE002915,,,,Gaumei Fringe-petal,GAO MEI YING BAN,Crossopetalum gaumeri,,,,,,,,,,,5040,,,HERB001854
CWIHE002916,TCMBANKHE002916,,,阿勒泰银莲花,Altai Anemone*,,,,,,,,,,,,,,,,
CWIHE002917,TCMBANKHE002917,,,,Indica Melia,YIN JIAN,Melia indica,,,,,,,,,,,5237,,,HERB006622
CWIHE002918,TCMBANKHE002918,,,草乌叶,Kusnezoff Monkshood Leaf,CAO WU YE,Folium Aconiti Kusnezoffii,,,,"To remove toxic heat, and to relieve pain.","Treatment of fever in febrile disease, diarrhea and abdominal pain, headache, toothache.",,,Antipyretic Detoxicate Drugs,清热解毒药,SMHB00056,2061,56,909,HERB000607
CWIHE002919,TCMBANKHE002919,,,纳塔尔,,,,,,,,,,,,,,,,,
CWIHE002920,TCMBANKHE002920,blood-activating and stasis-resolving medicinal,4.破血消症药(6-6),斑蟊,Mylabris phalerata,,,,,,,,,,,,,,,,
CWIHE002921,TCMBANKHE002921,,,齐汉宁花椒,Tsihanim Pricklyash*,,,,,,,,,,,,,,,,
CWIHE002922,TCMBANKHE002922,,,,Japanese Monkshood* ,,,,,,,,,,,,,,,,
CWIHE002923,TCMBANKHE002923,,,深夜天竺葵,Reniform Pelargonium,SHEN YE TIAN ZHU KUI,Pelargonium reniforme,,,,,,,,,,,6419,,,HERB005010
CWIHE002924,TCMBANKHE002924,,,伊朗青兰,Iran Dragonhead*,,,,,,,,,,,,,,,,
CWIHE002925,TCMBANKHE002925,,,,Japanese Elsholtzia,RI BEN XIANG RU,Elsholtzia nipponica,,,,,,,,,,,7991,,,HERB004675
CWIHE002926,TCMBANKHE002926,,,构棘,,,,,,,,,,,,,,,,,
CWIHE002927,TCMBANKHE002927,,,西方苍耳*,Occidental Cocklebur*,,,,,,,,,,,,,,,,
CWIHE002928,TCMBANKHE002928,,,,Venus Tailgrape,XIU LI YING ZHAO,Artabotrys venustus,,,,,,,,,,,1587,,,HERB006249
CWIHE002929,TCMBANKHE002929,,,,Erect St. Johnswort,,,,,,,,,,,,,,,,
CWIHE002930,TCMBANKHE002930,,,,Malaytea Scurfpea ,,,,,,,,,,,,,,,,
CWIHE002931,TCMBANKHE002931,,,胡桃壳,Pericarpium Juglandis regiae,HU TAO KE,,,,,,,,,,,,2044,,,HERB002394
CWIHE002932,TCMBANKHE002932,,,佛耳草,all-grass of Cudweed,FO ER CAO,Herba Gnaphalii Affinis,Cold; Pungent; Bitter,Lung; Kidney,Gnaphalium affine D. Don.,"1. To promote diuresis and relieve jaundice. For hemolytic disorders such as favism, acquired autoimmune hemolysis, lupus erythematosus hemolysis, drug-induced hemolysis ( primaquine, sulfamethoxypyridazine ( SMP ), etc. ), paroxysmal noctural hemoglobinuria, and some unknown causes, also for icteric hepatitis, usually used together with Herba Artemisae Scopariae, Herba Pteridis Multifidae and Herba Plantaginis. 2. To eliminate sputum, relieve cough and dyspnea. For productive cough and dyspnea of exogenous and endogenous origin. 3. To lower blood pressure. For hypertension.","1. To promote diuresis and relieve jaundice. For hemolytic disorders such as favism, acquired autoimmune hemolysis, lupus erythematosus hemolysis, drug-induced hemolysis ( primaquine, sulfamethoxypyridazine ( SMP ), etc. ), paroxysmal noctural hemoglobinu",Toxic,,,,,6936,,248,HERB001732
CWIHE002933,TCMBANKHE002933,,,葡萄柚大红橘杂交种,,,,,,,,,,,,,,,,,
CWIHE002934,TCMBANKHE002934,,,,Japanese Machilus,RI BEN NAN,Machilus japonica,,,,,,,,,,,6900,,,HERB004655
CWIHE002935,TCMBANKHE002935,,,,Toxic Tephrosia* ,,,,,,,,,,,,,,,,
CWIHE002936,TCMBANKHE002936,,,多脉钩藤*,Many-veined Gambirplant*,,,,,,,,,,,,,,,,
CWIHE002937,TCMBANKHE002937,,,长话版克亚树,Longpetal Vouacapoua,CHANG HUA BAN KE YA SHU,Vouacapoua macropetala,,,,,,,,,,,5878,,,HERB000684
CWIHE002938,TCMBANKHE002938,,,粪箕笃,"Long Stephania and resolve toxin, disinhibit damp and disperse swelling, dispel wind and quicken network vessels",FEN JI DU,Stephania longa,,,,,"Diarrhea and dysentery, dribbling and inhibited voidings of urination, edema, jaundice, wind-damp impediment pain, throat impediment, tympanitis, swelling toxin of sore and welling abscess, poisonous snake bites.",,,,,,5881,,,HERB001686
CWIHE002939,TCMBANKHE002939,,,直立刺柏,Erect Juniper*,,,,,,,,,,,,,,,,
CWIHE002940,TCMBANKHE002940,,,四是毛地黄,Schischkin Foxglove,SI SHI MAO DI HUANG,Digitalis schischkinii,,,,,,,,,,,2446,,,HERB005245
CWIHE002941,TCMBANKHE002941,,,细点獐牙菜,Punctate Swertia*,,,,,,,,,,,,,,,,
CWIHE002942,TCMBANKHE002942,,,着色刺楸,Picture Kalopanax*,,,,,,,,,,,,,,,,
CWIHE002943,TCMBANKHE002943,,,,Hemihull Eucalyptus,BAN PI AN,Eucalyptus hemiphloia,,,,,,,,,,,2587,,,HERB000326
CWIHE002944,TCMBANKHE002944,,,毛束霉,,,,,,,,,,,,,,,,,
CWIHE002945,TCMBANKHE002945,,,鼬臭野芝麻,Stoat-osmyl Deadnettle*,,,,,,,,,,,,,,,,
CWIHE002946,TCMBANKHE002946,,,辣千里光,Smirch Groundsel* ,,,,,,,,,,,,,,,,
CWIHE002947,TCMBANKHE002947,,,田野刺芹,,,,,,,,,,,,,,,,,
CWIHE002948,TCMBANKHE002948,,,长叶野萝卜,,CHANG YU YE LUO BO,,,,,,,,,,,,7913,,,HERB000737
CWIHE002949,TCMBANKHE002949,,,栎扁枝衣,,,,,,,,,,,,,,,,,
CWIHE002950,TCMBANKHE002950,,,卡朱巴豆,,,,,,,,,,,,,,,,,
CWIHE002951,TCMBANKHE002951,,,三叶脉马钱*,Trinervure Poisonnut*,,,,,,,,,,,,,,,,
CWIHE002952,TCMBANKHE002952,,,水苦荬,Veronica anagallis-aquatica L.,SHUI KU MAI,,,,,,,,,,,,7143,,,HERB005174
CWIHE002953,TCMBANKHE002953,,,巴豆霜,Defatted Croton Seed Powder,BA DOU SHUANG,Semen Crotonis Pulveratum,Hot; Pungent,Lung; Large Intestine; Stomach,Croton tiglium L.,Treatment of constipation and indigestion due to accumulation of cold; ascites and edema with oliguria and constipation; inflammation of the throat.,Treatment of constipation and indigestion due to accumulation of cold; ascites and edema with oliguria and constipation; inflammation of the throat.,Slightly Toxic,,Purging,泻下,,2668,,8,HERB000130
CWIHE002954,TCMBANKHE002954,,,铁片,Iron chip,TIE PIAN,Ferri,Cool; Pungent,Liver; Heart,,,,,,,,,4370,,698,HERB005503
CWIHE002955,TCMBANKHE002955,,,黄烟木,,HUANG YAN MU,Chlorophora tinctoria,,,,,,,,,,,7434,,,HERB002585
CWIHE002956,TCMBANKHE002956,,,煅龙齿,Prepared dens draconis fossilia dragon's teeth,DUAN LONG CHI,Dens Draconis Preparata,Cool; Punkery,Large Intestine; Liver; Heart; Kidney,,Supression and spirit calming,,,,Spirit calming,安神,,2932,,228,HERB001428
CWIHE002957,TCMBANKHE002957,,,铁冬青,Ovateleaf Holly ,,,,,,,,,,,,,,,,
CWIHE002958,TCMBANKHE002958,,,日本飞鼠,,RI BEN FEI SHU,,,,,,,,,,,,3027,,,HERB004634
CWIHE002959,TCMBANKHE002959,,,胶状车前,Cornuted Plantain,JIAO ZHUANG CHE QIAN,Plantago cornuti,,,,,,,,,,,6391,,,HERB002873
CWIHE002960,TCMBANKHE002960,,,降梨木根,Thinleaf Buckthorn  Root ,,,,,,,,,,,,,,,,
CWIHE002961,TCMBANKHE002961,,,,Roundleaf Heliotrope,YUAN YE TIAN JIE CAI,Heliotropium rotundifolium,,,,,,,,,,,7187,,,HERB006796
CWIHE002962,TCMBANKHE002962,,,柏科,,,,,,,,,,,,,,,,,
CWIHE002963,TCMBANKHE002963,,,,He dgehog Brain,WEI NAO,"Erinaceus europaeus , Hemiechinus dauuricus, Hemiechinus auritus",,,brain,,Wolf-fistula.,,,,,,6897,,,HERB005662
CWIHE002964,TCMBANKHE002964,,,球药隔重楼,Farges Paris,QIU YAO GE CHONG LOU,Paris fargesii,,,,,,,,,,,2427,,,HERB004562
CWIHE002965,TCMBANKHE002965,,,绣球菌,,,,,,,,,,,,,,,,,
CWIHE002966,TCMBANKHE002966,,,不对称貌如,Asymmetry Rhamnella*,,,,,,,,,,,,,,,,
CWIHE002967,TCMBANKHE002967,,,多枝阔苞菊,Ramose Pluchea*,,,,,,,,,,,,,,,,
CWIHE002968,TCMBANKHE002968,,,马钱子粉,Nux Vomica Powder,MA QIAN ZI FEN,Semen Strychni Pulveratum,,,Strychnos nux-vomica L.;Strychnos pierriana A. W. Hill.,"Treatment of protracted arthritis, rheumatoid arthralgia, numbness and paralysis, sequala of poliomyelitis, traumatic injury, boils and sores.","Treatment of protracted arthritis, rheumatoid arthralgia, numbness and paralysis, sequala of poliomyelitis, traumatic injury, boils and sores.",,,Blood activation and stasis removal,活血化淤,,2826,,1004,HERB003680
CWIHE002969,TCMBANKHE002969,,,白点风车子,White-punctated Combretum*,,,,,,,,,,,,,,,,
CWIHE002970,TCMBANKHE002970,,,舌形林生脚骨脆,Lingual Forest-in Casearia*,,,,,,,,,,,,,,,,
CWIHE002971,TCMBANKHE002971,,,矩圆叶黄芪,Oblongleaf Milkvetch*,,,,,,,,,,,,,,,,
CWIHE002972,TCMBANKHE002972,,,东北胡桃木,Northeast Walnut,DONG BEI HU TAO,Juglans mandshurica var. sieboldiana,,,,,,,,,,,3640,,,HERB001324
CWIHE002973,TCMBANKHE002973,,,毛诃子,friot of Belleric Terminalia,MAO HE ZI,Fructus Terminaliae Billericae,Mild; Sweet; Punkery,,Terminalia bellerica (Gaertn.) Roxb.,"Treament of various febrile diseases, diarrhea, impetigo, liver and gallbladder diseases, debility during convalescence.","Treament of various febrile diseases, diarrhea, impetigo, liver and gallbladder diseases, debility during convalescence.",,,,,,3300,,508,HERB003787
CWIHE002974,TCMBANKHE002974,,,,Littleleaf Starbush,XIAO YE DU LIAN,Turraea parvifolia,,,,,,,,,,,1885,,,HERB006164
CWIHE002975,TCMBANKHE002975,,,莪术油,Zedoray oil,E ZHU YOU,Oleum Curcumae,,,Curcuma phaeoculis Valeton; Curcuma kwangsiensis S.G. Lee et C. F. Liang;Curcuma wenyujin Y.H. Chen et C. Ling,"Treatment of mass in the abdomen, amenorrhea due to blood stasis, distension and pain due to stagnation of undigested food, carcinoma of cervix at early stage.","Its volatile oil and its components curcumenol, curdione and B-elemene destroy directly the Ehrlich-Ascites tumor and leukemia615 in mice.",,"Its volatile oil and its components curcumenol, curdione and B-elemene destroy directly the Ehrlich-Ascites tumor and leukemia615 in mice.",Blood activation and stasis removal,活血化淤,,3736,,235,HERB001580
