CWI_ID,TCMBank_ID,Gene_name,Gene_alias,Description,Map_location,Gene_Type,TTD_gene_type
CWITA001664,TCMBANKGE001664,CEACAM7,CGM2,CEA cell adhesion molecule 7,19q13.2,protein-coding,/
CWITA001665,TCMBANKGE001665,PIEZO1,DHS; FAM38A; LMPH3; LMPHM6; Mib,piezo type mechanosensitive ion channel component 1,16q24.3,protein-coding,/
CWITA001666,TCMBANKGE001666,LIN54,CXCDC1; JC8.6; MIP120; TCX1,lin-54 DREAM MuvB core complex component,4q21.22,protein-coding,/
CWITA001667,TCMBANKGE001667,ACOT13,MGC4961; PNASN27; THEM2,acyl-CoA thioesterase 13,6p22.3,protein-coding,
CWITA001668,TCMBANKGE001668,CLBA1,C14orf79,clathrin binding box of aftiphilin containing 1,14q32.33,protein-coding,/
CWITA001669,TCMBANKGE001669,G6PC2,IGRP,glucose-6-phosphatase catalytic subunit 2,2q31.1,protein-coding,Research target
CWITA001670,TCMBANKGE001670,NGEF,ARHGEF27; EPHEXIN,neuronal guanine nucleotide exchange factor,2q37.1,protein-coding,/
CWITA001671,TCMBANKGE001671,MCMDC2,C8orf45,minichromosome maintenance domain containing 2,8q13.1,protein-coding,/
CWITA001672,TCMBANKGE001672,FGF3,HBGF-3; INT2,fibroblast growth factor 3,11q13.3,protein-coding,/
CWITA001673,TCMBANKGE001673,PIM3,pim-3,"Pim-3 proto-oncogene, serine/threonine kinase",22q13.33,protein-coding,Research target
CWITA001674,TCMBANKGE001674,IL17C,CX2; IL-17C,interleukin 17C,16q24.2,protein-coding,/
CWITA001675,TCMBANKGE001675,ZNF225,-,zinc finger protein 225,19q13.31,protein-coding,/
CWITA001676,TCMBANKGE001676,GMPPB,LGMDR19; MDDGA14; MDDGB14; MDDGC14,GDP-mannose pyrophosphorylase B,3p21.31,protein-coding,/
CWITA001677,TCMBANKGE001677,VWA5B1,-,von Willebrand factor A domain containing 5B1,1p36.12,protein-coding,/
CWITA001678,TCMBANKGE001678,NDUFC2,B14.5b; CINB14.5b; HLCN1; NADHDH2,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa",11q14.1,protein-coding,
CWITA001679,TCMBANKGE001679,GNA15,GNA16,G protein subunit alpha 15,19p13.3,protein-coding,/
CWITA001680,TCMBANKGE001680,OLFM4,GC1; GW112; OLM4; OlfD; UNQ362; bA209J19.1; hGC-1; hOLfD,olfactomedin 4,13q14.3,protein-coding,Research target
CWITA001681,TCMBANKGE001681,ELSPBP1,E12; EDDM12; EL149; HE12,epididymal sperm binding protein 1,19q13.33,protein-coding,/
CWITA001682,TCMBANKGE001682,NSUN6,4933414E04Rik; ARL5B-AS1; NOPD1,NOP2/Sun RNA methyltransferase 6,10p12.31,protein-coding,/
CWITA001683,TCMBANKGE001683,MAPK8,JNK; JNK1; JNK1A2; JNK21B1/2; PRKM8; SAPK1,mitogen-activated protein kinase 8,10q11.22,protein-coding,
CWITA001684,TCMBANKGE001684,HSPG2,HSPG; PLC; PRCAN; SJA; SJS; SJS1,Heparan_Sulfate_Proteoglycan_2,1p36.12,protein-coding,
CWITA001685,TCMBANKGE001685,SMO,FZD11; Gx; SMOH,"smoothened, frizzled family receptor",7q32.3,protein-coding,
CWITA001686,TCMBANKGE001686,CTSL,CATL; CTSL1; MEP,cathepsin L,9q21.33,protein-coding,Clinical Trial target
CWITA001687,TCMBANKGE001687,PDE6B,CSNB3; CSNBAD2; GMP-PDEbeta; PDEB; RP40; rd1,phosphodiesterase 6B,4p16.3,protein-coding,/
CWITA001688,TCMBANKGE001688,MACROD2,C20orf133; C2orf133,mono-ADP ribosylhydrolase 2,20p12.1,protein-coding,/
CWITA001689,TCMBANKGE001689,LRRC4B,HSM; LRIG4; NGL-3,leucine rich repeat containing 4B,19q13.33,protein-coding,/
CWITA001690,TCMBANKGE001690,HADHB,ECHB; MSTP029; MTPB; TP-BETA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta,2p23.3,protein-coding,/
CWITA001691,TCMBANKGE001691,GYS1,GSY; GYS,glycogen synthase 1,19q13.33,protein-coding,/
CWITA001692,TCMBANKGE001692,RDH12,LCA13; RP53; SDR7C2,retinol dehydrogenase 12,14q24.1,protein-coding,/
CWITA001693,TCMBANKGE001693,DOCK8-AS1,C9orf66,DOCK8 antisense RNA 1,9p24.3,ncRNA,/
CWITA001694,TCMBANKGE001694,C21orf91,C21orf14; C21orf38; CSSG1; EURL; YG81,chromosome 21 open reading frame 91,21q21.1,protein-coding,/
CWITA001695,TCMBANKGE001695,C9orf16,EST00098,chromosome 9 open reading frame 16,9q34.11,protein-coding,/
CWITA001696,TCMBANKGE001696,CLCC1,MCLC,chloride channel CLIC like 1,1p13.3,protein-coding,/
CWITA001697,TCMBANKGE001697,MMP1,CLG; CLGN,matrix metallopeptidase 1,11q22.2,protein-coding,Successful target
CWITA001698,TCMBANKGE001698,MICU3,EFHA2,mitochondrial calcium uptake family member 3,8p22,protein-coding,/
CWITA001699,TCMBANKGE001699,DEFA1,DEF1; DEFA2; HNP-1; HP-1; HP1; MRS,defensin alpha 1,8p23.1,protein-coding,/
CWITA001700,TCMBANKGE001700,TFB2M,Hkp1; mtTFB2,"transcription factor B2, mitochondrial",1q44,protein-coding,/
CWITA001701,TCMBANKGE001701,CFC1B,-,"cripto, FRL-1, cryptic family 1B",2q21.1,protein-coding,/
CWITA001702,TCMBANKGE001702,THUMPD3,-,THUMP domain containing 3,3p25.3,protein-coding,/
CWITA001703,TCMBANKGE001703,STING1,ERIS; MITA; MPYS; NET23; SAVI; STING; STING-beta; TMEM173; hMITA; hSTING,stimulator of interferon response cGAMP interactor 1,5q31.2,protein-coding,/
CWITA001704,TCMBANKGE001704,GSDME,DFNA5; ICERE-1,gasdermin E,7p15.3,protein-coding,/
CWITA001705,TCMBANKGE001705,DYNC1I2,DIC74; DNCI2; IC2; NEDMIBA,dynein cytoplasmic 1 intermediate chain 2,2q31.1,protein-coding,/
CWITA001706,TCMBANKGE001706,TM4SF4,ILTMP; il-TMP,transmembrane 4 L six family member 4,3q25.1,protein-coding,/
CWITA001707,TCMBANKGE001707,ZNF649,-,zinc finger protein 649,19q13.41,protein-coding,/
CWITA001708,TCMBANKGE001708,UCK2,DKFZp686M04245; TSA903; UK; UMPK,uridine-cytidine kinase 2,1q23,protein-coding,
CWITA001709,TCMBANKGE001709,CDS1,CDS 1,CDP-diacylglycerol synthase 1,4q21.23,protein-coding,/
CWITA001710,TCMBANKGE001710,AWAT1,DGA2; DGAT2L3,acyl-CoA wax alcohol acyltransferase 1,Xq13.1,protein-coding,/
CWITA001711,TCMBANKGE001711,ALG5,bA421P11.2,ALG5 dolichyl-phosphate beta-glucosyltransferase,13q13.3,protein-coding,/
CWITA001712,TCMBANKGE001712,NLRP12,CLR19.3; FCAS2; NALP12; PAN6; PYPAF7; RNO; RNO2,NLR family pyrin domain containing 12,19q13.42,protein-coding,/
CWITA001713,TCMBANKGE001713,SMG6,C17orf31; EST1A; SMG-6; hSMG5/7a,SMG6 nonsense mediated mRNA decay factor,17p13.3,protein-coding,/
CWITA001714,TCMBANKGE001714,CRB2,FSGS9; VMCKD,crumbs cell polarity complex component 2,9q33.3,protein-coding,/
CWITA001715,TCMBANKGE001715,OGFR,-,opioid growth factor receptor,20q13.33,protein-coding,Clinical Trial target
CWITA001716,TCMBANKGE001716,CIT,CRIK; KIAA0949; STK21,"citron (rho-interacting, serine/threonine kinase 21)",12q24,protein-coding,
CWITA001717,TCMBANKGE001717,NACC2,BEND9; BTBD14; BTBD14A; BTBD31; NAC-2; RBB,NACC family member 2,9q34.3,protein-coding,/
CWITA001718,TCMBANKGE001718,LYSMD1,SB145,LysM domain containing 1,1q21.3,protein-coding,/
CWITA001719,TCMBANKGE001719,NEURL2,C20orf163; OZZ; OZZ-E3,neuralized E3 ubiquitin protein ligase 2,20q13.12,protein-coding,/
CWITA001720,TCMBANKGE001720,ADGRG4,GPR112; PGR17; RP1-299I16,adhesion G protein-coupled receptor G4,Xq26.3,protein-coding,/
CWITA001721,TCMBANKGE001721,ZBTB2,ZNF437,zinc finger and BTB domain containing 2,6q25.1,protein-coding,/
CWITA001722,TCMBANKGE001722,RGS3,C2PA; RGP3,regulator of G protein signaling 3,9q32,protein-coding,/
CWITA001723,TCMBANKGE001723,TPM4,HEL-S-108,tropomyosin 4,19p13.12-p13.11,protein-coding,/
CWITA001724,TCMBANKGE001724,TIMM13,TIM13; TIM13B; TIMM13A; TIMM13B; ppv1,translocase of inner mitochondrial membrane 13,19p13.3,protein-coding,/
CWITA001725,TCMBANKGE001725,SCMH1,Scml3,sex comb on midleg homolog 1 (Drosophila),1p34,protein-coding,
CWITA001726,TCMBANKGE001726,PHKG1,PHKG,phosphorylase kinase catalytic subunit gamma 1,7p11.2,protein-coding,/
CWITA001727,TCMBANKGE001727,HOXC4,HOX3; HOX3E; cp19,homeobox C4,12q13.13,protein-coding,/
CWITA001728,TCMBANKGE001728,RALB,-,RAS like proto-oncogene B,2q14.2,protein-coding,/
CWITA001729,TCMBANKGE001729,NUDT14,UGPP; UGPPase,nudix hydrolase 14,14q32.33,protein-coding,/
CWITA001730,TCMBANKGE001730,ZNF778,-,zinc finger protein 778,16q24.3,protein-coding,/
CWITA001731,TCMBANKGE001731,SOX30,-,SRY-box transcription factor 30,5q33.3,protein-coding,/
CWITA001732,TCMBANKGE001732,ITGAL,CD11A; LFA-1; LFA1A,integrin subunit alpha L,16p11.2,protein-coding,Successful target
CWITA001733,TCMBANKGE001733,ZNF174,ZSCAN8,zinc finger protein 174,16p13.3,protein-coding,/
CWITA001734,TCMBANKGE001734,DNAJC7,DJ11; DJC7; TPR2; TTC2,DnaJ heat shock protein family (Hsp40) member C7,17q21.2,protein-coding,/
CWITA001735,TCMBANKGE001735,PPM1E,CaMKP-N; POPX1; PP2CH; caMKN,"protein phosphatase, Mg2+/Mn2+ dependent 1E",17q22,protein-coding,/
CWITA001736,TCMBANKGE001736,PHF2,CENP-35; GRC5; JHDM1E; KDM7C,PHD finger protein 2,9q22.31,protein-coding,/
CWITA001737,TCMBANKGE001737,PSPH,PSP,phosphoserine phosphatase,7p11.2,protein-coding,
CWITA001738,TCMBANKGE001738,UBQLNL,-,ubiquilin like,11p15.4,protein-coding,/
CWITA001739,TCMBANKGE001739,THBS2,TSP2,thrombospondin 2,6q27,protein-coding,/
CWITA001740,TCMBANKGE001740,Gpi-ps,Gm1840,"glucose-6-phosphate isomerase, pseudogene",8|8 A1.1,pseudo,/
CWITA001741,TCMBANKGE001741,SHC3,N-Shc; NSHC; RAI; SHCC,SHC adaptor protein 3,9q22.1,protein-coding,/
CWITA001742,TCMBANKGE001742,RBP1,CRABPNI; CRBP; CRBP1; CRBPI; RBPC,"retinol binding protein 1, cellular",3q23,protein-coding,
CWITA001743,TCMBANKGE001743,SP8,BTD,Sp8 transcription factor,7p21.1,protein-coding,/
CWITA001744,TCMBANKGE001744,ORM2,AGPNB; AGPNB'; AGP2,orosomucoid 2,9q32,protein-coding,
CWITA001745,TCMBANKGE001745,COMMD8,-,COMM domain containing 8,4p12,protein-coding,/
CWITA001746,TCMBANKGE001746,LCE1B,LEP2; SPRL2A,late cornified envelope 1B,1q21.3,protein-coding,/
CWITA001747,TCMBANKGE001747,CLTB,LCB,clathrin light chain B,5q35.2,protein-coding,/
CWITA001748,TCMBANKGE001748,GLDC,GCE; GCSP; HYGN1,glycine decarboxylase,9p24.1,protein-coding,/
CWITA001749,TCMBANKGE001749,ZNF517,-,zinc finger protein 517,8q24.3,protein-coding,/
CWITA001750,TCMBANKGE001750,IER5,SBBI48,immediate early response 5,1q25.3,protein-coding,/
CWITA001751,TCMBANKGE001751,CKB,B-CK; BCK; CKBB; CPK-B; HEL-211; HEL-S-29,creatine kinase B,14q32.33,protein-coding,/
CWITA001752,TCMBANKGE001752,CMTM3,BNAS2; CKLFSF3,CKLF like MARVEL transmembrane domain containing 3,16q22.1,protein-coding,/
CWITA001753,TCMBANKGE001753,GPX3,GPx-P; GSHPx-3; GSHPx-P,glutathione peroxidase 3,5q33.1,protein-coding,/
CWITA001754,TCMBANKGE001754,STT3B,CDG1X; SIMP; STT3-B,STT3 oligosaccharyltransferase complex catalytic subunit B,3p23,protein-coding,/
CWITA001755,TCMBANKGE001755,MAOB,-,monoamine oxidase B,Xp11.3,protein-coding,Successful target
CWITA001756,TCMBANKGE001756,CNOT6,CCR4; Ccr4a,CCR4-NOT transcription complex subunit 6,5q35.3,protein-coding,/
CWITA001757,TCMBANKGE001757,PSMA7,C6; HSPC; MGC3755; RC6N1; XAPC7,"proteasome (prosome, macropain) subunit, alpha type, 7",20q13.33,protein-coding,
CWITA001758,TCMBANKGE001758,MUSTN1,MUSTANG,"musculoskeletal, embryonic nuclear protein 1",3p21.1,protein-coding,/
CWITA001759,TCMBANKGE001759,STRBP,HEL162; ILF3L; SPNR; p74,spermatid perinuclear RNA binding protein,9q33.3,protein-coding,/
CWITA001760,TCMBANKGE001760,LACTBL1,-,lactamase beta like 1,1p36.12,protein-coding,/
CWITA001761,TCMBANKGE001761,DIAPH3,AN; AUNA1; DIA2; DRF3; NSDAN; diap3; mDia2,diaphanous related formin 3,13q21.2,protein-coding,/
CWITA001762,TCMBANKGE001762,PLPP5,DPPL1; HTPAP; PPAPDC1B,phospholipid phosphatase 5,8p11.23,protein-coding,/
CWITA001763,TCMBANKGE001763,ADGRF3,GPR113; PGR23,adhesion G protein-coupled receptor F3,2p23.3,protein-coding,/
CWITA001764,TCMBANKGE001764,PRXL2B,C1orf93; FAM213B,peroxiredoxin like 2B,1p36.32,protein-coding,/
CWITA001765,TCMBANKGE001765,GBP2,-,guanylate binding protein 2,1p22.2,protein-coding,/
CWITA001766,TCMBANKGE001766,AAR2,C20orf4; CGI-23,AAR2 splicing factor,20q11.23,protein-coding,/
CWITA001767,TCMBANKGE001767,PTPRQ,DFNA73; DFNB84; DFNB84A; PTPGMC1; R-PTP-Q,protein tyrosine phosphatase receptor type Q,12q21.31,protein-coding,/
CWITA001768,TCMBANKGE001768,ASPH,AAH; BAH; CASQ2BP1; HAAH; JCTN; junctin,aspartate beta-hydroxylase,8q12.1,protein-coding,
CWITA001769,TCMBANKGE001769,CDK12,CRK7; CRKR; CRKRS,cyclin dependent kinase 12,17q12,protein-coding,/
CWITA001770,TCMBANKGE001770,AMPD2,PCH9; SPG63,adenosine monophosphate deaminase 2,1p13.3,protein-coding,/
CWITA001771,TCMBANKGE001771,NT5C,DNT; DNT1; P5N2; PNNI; PNNII; UMPH2; cdN; dNTN1,"5', 3'-nucleotidase, cytosolic",17q25.1,protein-coding,
CWITA001772,TCMBANKGE001772,ABCC6,ABC34; ARA; EST349056; GACI2; MLP1; MOAT-E; MOATE; MRP6; PXE; PXE1; URG7,ATP binding cassette subfamily C member 6,16p13.11,protein-coding,/
CWITA001773,TCMBANKGE001773,DNMT3L,-,DNA methyltransferase 3 like,21q22.3,protein-coding,Patented target
CWITA001774,TCMBANKGE001774,SMYD1,BOP; KMT3D; ZMYND18; ZMYND22,SET and MYND domain containing 1,2p11.2,protein-coding,/
CWITA001775,TCMBANKGE001775,EIF2B2,EIF-2Bbeta; EIF2B,eukaryotic translation initiation factor 2B subunit beta,14q24.3,protein-coding,/
CWITA001776,TCMBANKGE001776,CCN5,CT58; CTGF-L; WISP2,cellular communication network factor 5,20q13.12,protein-coding,/
CWITA001777,TCMBANKGE001777,RPRM,REPRIMO,"reprimo, TP53 dependent G2 arrest mediator homolog",2q23.3,protein-coding,/
CWITA001778,TCMBANKGE001778,MIR377,MIRN377; hsa-mir-377; mir-377,microRNA 377,14q32.31,ncRNA,/
CWITA001779,TCMBANKGE001779,CNNM2,ACDP2; HOMG6; HOMGSMR,cyclin and CBS domain divalent metal cation transport mediator 2,10q24.32,protein-coding,/
CWITA001780,TCMBANKGE001780,CPT1A,CPT1; CPT1-L; L-CPT1,carnitine palmitoyltransferase 1A,11q13.3,protein-coding,/
CWITA001781,TCMBANKGE001781,SIT1,SIT; SIT-R,signaling threshold regulating transmembrane adaptor 1,9p13.3,protein-coding,/
CWITA001782,TCMBANKGE001782,EPS8L2,DFNB106; EPS8R2,EPS8 like 2,11p15.5,protein-coding,/
CWITA001783,TCMBANKGE001783,ZNF638,NP220; ZFML; Zfp638,zinc finger protein 638,2p13.3-p13.2,protein-coding,/
CWITA001784,TCMBANKGE001784,SUCLA2,A-BETA; A-SCS; LINC00444; MTDPS5; SCS-betaA,succinate-CoA ligase ADP-forming subunit beta,13q14.2,protein-coding,/
CWITA001785,TCMBANKGE001785,CYP2W1,-,cytochrome P450 family 2 subfamily W member 1,7p22.3,protein-coding,/
CWITA001786,TCMBANKGE001786,KANK1,ANKRD15; CPSQ2; KANK,KN motif and ankyrin repeat domains 1,9p24.3,protein-coding,/
CWITA001787,TCMBANKGE001787,SNAPC5,SNAP19,small nuclear RNA activating complex polypeptide 5,15q22.31,protein-coding,/
CWITA001788,TCMBANKGE001788,ICK,ECO; EJM10; LCK2; MRK,Intestinal_Cell_Kinase,6p12.1,protein-coding,
CWITA001789,TCMBANKGE001789,MSI2,MSI2H,musashi RNA binding protein 2,17q22,protein-coding,Discontinued target
CWITA001790,TCMBANKGE001790,DAZ3,pDP1679,deleted in azoospermia 3,Yq11.23,protein-coding,/
CWITA001791,TCMBANKGE001791,MCOLN1,MG-2; ML1; ML4; MLIV; MST080; MSTP080; TRP-ML1; TRPM-L1; TRPML1,mucolipin 1,19p13.2,protein-coding,Research target
CWITA001792,TCMBANKGE001792,ARPC3,ARC21; p21-Arc,actin related protein 2/3 complex subunit 3,12q24.11,protein-coding,/
CWITA001793,TCMBANKGE001793,ACADVL,ACAD6; LCACD; VLCAD,acyl-CoA dehydrogenase very long chain,17p13.1,protein-coding,/
CWITA001794,TCMBANKGE001794,RAP2A,K-REV; KREV; RAP2; RbBP-30,"RAP2A, member of RAS oncogene family",13q32.1,protein-coding,/
CWITA001795,TCMBANKGE001795,PTPRG,HPTPG; PTPG; R-PTP-GAMMA; RPTPG,protein tyrosine phosphatase receptor type G,3p14.2,protein-coding,/
CWITA001796,TCMBANKGE001796,NPY2R,N,neuropeptide Y receptor Y2,4q31,protein-coding,
CWITA001797,TCMBANKGE001797,TM4SF20,PRO994; SLI5; TCCE518,transmembrane 4 L six family member 20,2q36.3,protein-coding,/
CWITA001798,TCMBANKGE001798,C6orf226,-,chromosome 6 open reading frame 226,6p21.1,protein-coding,/
CWITA001799,TCMBANKGE001799,RBM34,-,RNA binding motif protein 34,1q42.3,protein-coding,/
CWITA001800,TCMBANKGE001800,MAGEA10,CT1.10; MAGE10,MAGE family member A10,Xq28,protein-coding,/
CWITA001801,TCMBANKGE001801,ALG8,CDG1H; PCLD3,"ALG8 alpha-1,3-glucosyltransferase",11q14.1,protein-coding,/
CWITA001802,TCMBANKGE001802,ZRANB3,4933425L19Rik; AH2,zinc finger RANBP2-type containing 3,2q21.3,protein-coding,/
CWITA001803,TCMBANKGE001803,S100A1,S100; S100Nalpha; S100A,S100 calcium binding protein A1,1q21,protein-coding,
CWITA001804,TCMBANKGE001804,SUSD3,-,sushi domain containing 3,9q22.31,protein-coding,/
CWITA001805,TCMBANKGE001805,MTREX,Dob1; KIAA0052; Mtr4; SKIV2L2; fSAP118,Mtr4 exosome RNA helicase,5q11.2,protein-coding,/
CWITA001806,TCMBANKGE001806,DHX34,DDX34; HRH1,DExH-box helicase 34,19q13.32,protein-coding,/
CWITA001807,TCMBANKGE001807,ELOVL7,-,ELOVL fatty acid elongase 7,5q12.1,protein-coding,/
CWITA001808,TCMBANKGE001808,MPEG1,MPG1; MPS1; Mpg-1; P-2,macrophage expressed 1,11q12.1,protein-coding,/
CWITA001809,TCMBANKGE001809,GPSM2,CMCS; DFNB82; LGN; PINS,G protein signaling modulator 2,1p13.3,protein-coding,/
CWITA001810,TCMBANKGE001810,DCLRE1A,PSO2; SNM1; SNM1A,DNA cross-link repair 1A,10q25.3,protein-coding,/
CWITA001811,TCMBANKGE001811,PTHLH,BDE2; HHM; PLP; PTHR; PTHRP,parathyroid hormone like hormone,12p11.22,protein-coding,/
CWITA001812,TCMBANKGE001812,PPP4C,PP-X; PP4; PP4C; PPH3; PPP4; PPX,protein phosphatase 4 catalytic subunit,16p11.2,protein-coding,/
CWITA001813,TCMBANKGE001813,ISLR,HsT17563; Meflin,immunoglobulin superfamily containing leucine rich repeat,15q24.1,protein-coding,/
CWITA001814,TCMBANKGE001814,FAM32A,OTAG-12; OTAG12,family with sequence similarity 32 member A,19p13.11,protein-coding,/
CWITA001815,TCMBANKGE001815,TSG101,TSG10; VPS23,tumor susceptibility 101,11p15.1,protein-coding,Clinical Trial target
CWITA001816,TCMBANKGE001816,HRH1,H1-R; H1R; HH1R; hisH1,histamine receptor H1,3p25.3,protein-coding,Successful target
CWITA001817,TCMBANKGE001817,ZNF559,NBLA00121,zinc finger protein 559,19p13.2,protein-coding,/
CWITA001818,TCMBANKGE001818,NQO2,DHQV; DIA6; NMOR2; QR2,N-ribosyldihydronicotinamide:quinone reductase 2,6p25.2,protein-coding,Successful target
CWITA001819,TCMBANKGE001819,BRF1,BRF; BRF-1; CFDS; GTF3B; HEL-S-76p; TAF3B2; TAF3C; TAFIII90; TF3B90; TFIIIB90; hBRF,BRF1 RNA polymerase III transcription initiation factor subunit,14q32.33,protein-coding,/
CWITA001820,TCMBANKGE001820,METTL26,C16orf13; JFP2,methyltransferase like 26,16p13.3,protein-coding,/
CWITA001821,TCMBANKGE001821,ACSS3,-,acyl-CoA synthetase short chain family member 3,12q21.31,protein-coding,/
CWITA001822,TCMBANKGE001822,DNAJB11,ABBP-2; ABBP2; DJ9; Dj-9; EDJ; ERdj3; ERj3; ERj3p; PKD6; PRO1080; UNQ537,DnaJ heat shock protein family (Hsp40) member B11,3q27.3,protein-coding,/
CWITA001823,TCMBANKGE001823,SORBS1,CAP; FLAF2; R85FL; SH3D5; SH3P12; SORB1,sorbin and SH3 domain containing 1,10q24.1,protein-coding,/
CWITA001824,TCMBANKGE001824,ZNF837,-,zinc finger protein 837,19q13.43,protein-coding,/
CWITA001825,TCMBANKGE001825,CCL8,HC14; MCP-2; MCP2; SCYA10; SCYA8,C-C motif chemokine ligand 8,17q12,protein-coding,/
CWITA001826,TCMBANKGE001826,SDF2L1,-,stromal cell derived factor 2 like 1,22q11.21,protein-coding,/
CWITA001827,TCMBANKGE001827,MYL7,MYL2A; MYLC2A,myosin light chain 7,7p13,protein-coding,/
CWITA001828,TCMBANKGE001828,ABHD17C,FAM108C1,"abhydrolase domain containing 17C, depalmitoylase",15q25.1,protein-coding,/
CWITA001829,TCMBANKGE001829,RPL19,L19,ribosomal protein L19,17q12,protein-coding,/
CWITA001830,TCMBANKGE001830,LSP1,WP34; pp52,lymphocyte specific protein 1,11p15.5,protein-coding,/
CWITA001831,TCMBANKGE001831,PKDCC,RLSDF; SGK493; Vlk,"protein kinase domain containing, cytoplasmic",2p21,protein-coding,/
CWITA001832,TCMBANKGE001832,MRE11,ATLD; HNGS1; MRE11A; MRE11B,"MRE11 homolog, double strand break repair nuclease",11q21,protein-coding,/
CWITA001833,TCMBANKGE001833,GRM3,GLUR3; GPRC1C; MGLUR3; mGlu3,glutamate metabotropic receptor 3,7q21.11-q21.12,protein-coding,Clinical Trial target
CWITA001834,TCMBANKGE001834,PALLD,CGI-151; CGI151; MYN; PNCA1; SIH002,"palladin, cytoskeletal associated protein",4q32.3,protein-coding,/
CWITA001835,TCMBANKGE001835,MTHFD1L,FTHFSDC1; MTC1THFS; dJ292B18.2,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,6q25.1,protein-coding,/
CWITA001836,TCMBANKGE001836,CCL24,Ckb-6; MPIF-2; MPIF2; SCYA24,C-C motif chemokine ligand 24,7q11.23,protein-coding,/
CWITA001837,TCMBANKGE001837,PPA2,HSPC124; SCFAI; SCFI; SID6-306,inorganic pyrophosphatase 2,4q24,protein-coding,/
CWITA001838,TCMBANKGE001838,WARS1,GAMMA-2; HMN9; IFI53; IFP53; WARS,tryptophanyl-tRNA synthetase 1,14q32.2,protein-coding,/
CWITA001839,TCMBANKGE001839,PRRG4,PRGP4; TMG4,proline rich and Gla domain 4,11p13,protein-coding,/
CWITA001840,TCMBANKGE001840,OGFOD1,TPA1,2-oxoglutarate and iron dependent oxygenase domain containing 1,16q13,protein-coding,/
CWITA001841,TCMBANKGE001841,HIBCH,HIBYLCOAH,3-hydroxyisobutyryl-CoA hydrolase,2q32.2,protein-coding,
CWITA001842,TCMBANKGE001842,PRKAB1,AMPK; HAMPKb; MGC17785,"protein kinase, AMP-activated, beta 1 non-catalytic subunit",12q24.1,protein-coding,
CWITA001843,TCMBANKGE001843,CORO1B,CORONIN-2,coronin 1B,11q13.2,protein-coding,/
CWITA001844,TCMBANKGE001844,TGFBR3,BGCAN; betaglycan,transforming growth factor beta receptor 3,1p22.1,protein-coding,/
CWITA001845,TCMBANKGE001845,IL6,BSF2; HGF; HSF; IFNB2; IL-6,"Interleukin 6 (Interferon, Beta 2)",7p21,protein-coding,
CWITA001846,TCMBANKGE001846,SNRPA,Mud1; U1-A; U1A,small nuclear ribonucleoprotein polypeptide A,19q13.2,protein-coding,/
CWITA001847,TCMBANKGE001847,CMAS,N,cytidine monophosphate N-acetylneuraminic acid synthetase,12p12.1,protein-coding,
CWITA001848,TCMBANKGE001848,MMP13,CLG3; MANDP1,matrix metallopeptidase 13 (collagenase 3),11q22.3,protein-coding,
CWITA001849,TCMBANKGE001849,ST6GALNAC2,SAITL1; SIAT7; SIAT7B; SIATL1; ST6GalNAII; STHM,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",17q25.1,protein-coding,/
CWITA001850,TCMBANKGE001850,ACSM2B,ACSM2; HXMA; HYST1046,acyl-CoA synthetase medium chain family member 2B,16p12.3,protein-coding,/
CWITA001851,TCMBANKGE001851,ACSS2,ACAS2; ACECS; ACS; ACSA; DKFZp762G026; dJ1161H23.1,acyl-CoA synthetase short-chain family member 2,20q11.22,protein-coding,
CWITA001852,TCMBANKGE001852,RPL18A,L18A,ribosomal protein L18a,19p13.11,protein-coding,/
CWITA001853,TCMBANKGE001853,TMEM141,-,transmembrane protein 141,9q34.3,protein-coding,/
CWITA001854,TCMBANKGE001854,CLEC12A,CD371; CLL-1; CLL1; DCAL-2; MICL,C-type lectin domain family 12 member A,12p13.31,protein-coding,Clinical Trial target
